Document ID,Question,Choices,AnswerKey,Correct Answer
doc128,Which of the following is NOT a component of First-Order Logic (FOL)?,"['Variable symbols', 'Connectives', 'Quantifiers', 'Modal operators']",D,D 
doc129,Which of the following is a well-formed formula (wff) according to the text?,"['(∀x) loves(x, mother(x))', '(∃x) number(x) ∧ greater(x, 100) ∧ prime(x)', '(∀x)P(x,y)', 'loves(x, mother(x))']",B,A 
doc130,Which of the following statements is a correct example of existential quantification?,"['(∀x) bird(x) → flies(x)', '(∃x) animal(x) ∧ lays_eggs(x)', '(∀x) mammal(x) → has_fur(x)', '(∃x) fish(x) → breathes_air(x)']",B,B 
doc131,"In the FOL sentence '(∀x) alive(x) → (∃y) loves(x,y)', which of the following accurately describes the scope of the variable 'x'?","['The entire sentence', ""Only the 'alive(x)' predicate"", ""Only the 'loves(x,y)' predicate"", ""The 'alive(x)' predicate and the 'loves(x,y)' predicate""]",D,A 
doc132,Which of the following statements correctly demonstrates the principle that switching the order of universal and existential quantifiers *does* change the meaning?,"['Everyone has a favorite color. (∀x)(∃y) likes(x,y)', 'Someone is loved by everyone. (∃y)(∀x) loves(x,y)', 'Every dog has a bone. (∀x)(∃y) has(x,y)', 'All cats are mammals. (∀x)(∀y) is_a(x,y)']",B,B 
doc133,Which of the following logical equivalences correctly expresses the statement 'Not all students like math' using quantifiers?,"['¬(∀x) LikesMath(x)', '(∃x) ¬LikesMath(x)', '(∀x) ¬LikesMath(x)', '¬(∃x) LikesMath(x)']",B,B 
doc134,"Which of the following First Order Logic statements correctly translates the English statement: ""Every student takes Introduction to AI.""?","['∀x (Student(x) → Takes(x, IntroductionToAI))', '∃x (Student(x) ∧ Takes(x, IntroductionToAI))', '∀x (Takes(x, IntroductionToAI) → Student(x))', '∃x (Takes(x, IntroductionToAI) → Student(x))']",A,A 
doc135,Which First Order Logic statement represents the following English sentence: 'There is a student who has taken every course'?,"['∃x, Student(x) => ∀y, Course(y) => Taken(x, y)', '∀x, Student(x) => ∃y, Course(y) => Taken(x, y)', '∃x, Student(x) [ ∀y, Course(y) => Taken(x, y) ]', '∀x, Student(x) [ ∃y, Course(y) => Taken(x, y) ]']",C,C 
doc136,"Which of the following logical expressions correctly expresses the English sentence: ""All countries that border Ecuador are in South America.""","['∀cCountry(c) ∧Border(c,Ecuador) ∧In(c,SouthAmerica)', '∀cCountry(c) ∧Border(c,Ecuador) ⇒In(c,SouthAmerica)', '∀cCountry(c) ⇒[Border(c,Ecuador) ⇒In(c,SouthAmerica)]']",B,B 
doc137,"Which of the following logical expressions correctly represents the sentence: ""If a country borders Ecuador, then it is in South America""?","['∀cCountry(c) ∧Border(c,Ecuador) ∧In(c,SouthAmerica)', '∀cCountry(c) ∧Border(c,Ecuador) ⇒In(c,SouthAmerica)', '∀cCountry(c) ⇒[Border(c,Ecuador) ⇒In(c,SouthAmerica)]', '∀cCountry(c) ∧Border(c,Ecuador) ∨In(c,SouthAmerica)']",B,B 
doc138,Which of the following is NOT a core principle of logic used in Artificial Intelligence?,"['Deductive reasoning', 'Inductive reasoning', 'Abductive reasoning', 'Emotional reasoning']",D,D 
doc139,"What is the likely subject of the course ""Introduction to AI 2023 Fall2"" offered at Innopolis University?","['Robotics and Automation', 'Artificial Intelligence Fundamentals', 'Computer Programming', 'Data Analysis and Visualization']",B,B 
doc140,Which agreement focuses on the rights and obligations of individuals in relation to their data and its processing?,"['General Data Protection Regulation (GDPR)', 'California Consumer Privacy Act (CCPA)', 'Health Insurance Portability and Accountability Act (HIPAA)']",A,A 
doc141,What is the primary topic of the meeting according to the agenda?,"['Introduction to AI', 'Logics', 'AI and Logics', 'Tasks about Logics']",C,C 
doc142,Which of the following is NOT a major way AI is changing the world?,"['Automating tasks in industries like manufacturing and finance', 'Improving healthcare through personalized medicine and diagnosis', 'Creating new forms of art and entertainment', 'Eliminating the need for human interaction in all aspects of life']",D,D 
doc143,"Due to advancements in AI, which of these professions is most likely to become obsolete in the near future?","['Truck Driver', 'Software Developer', 'Surgeon', 'Teacher']",A,A 
doc144,Which of the following professions is most likely to be significantly impacted by AI advancements in the near future?,"['Truck Driver', 'Software Engineer', 'Surgeon', 'Teacher']",A,A 
doc145,The phrase 'Wear your thinking cap' in the context of 'Innopolis University - Introduction to AI 2023 Fall' most likely implies that students should:,"['Prepare to engage in challenging thinking activities.', 'Bring physical hats to class for warmth.', 'Wear stylish headwear to impress their peers.', 'Focus on memorizing information for exams.']",A,A 
doc146,"Can AI surpass human intelligence? If so, how could you justify this claim? If not, how would you rationalize it?","['AI can surpass human intelligence because it can process information much faster and learn from vast amounts of data.', 'AI can never surpass human intelligence because it lacks creativity, intuition, and emotional intelligence.', 'AI can surpass human intelligence in specific domains like chess or image recognition, but not in general intelligence.', 'AI can surpass human intelligence because it can be programmed to solve problems that humans cannot.']",C,C 
doc147,"What is the primary focus of the ""Let's Dive into Logics"" course offered at Innopolis University in the Introduction to AI program?","['Practical applications of logic in artificial intelligence.', 'Historical development of logical reasoning.', 'Philosophical foundations of logic.', 'Advanced mathematical proofs in logic.']",A,A 
doc148,"Which of the following logical expressions represents the statement 'If X is true, then Y is true'?","['X ∧ Y', 'X v Y', 'X → Y', 'X ↔ Y']",C,C 
doc149,Which of the following statements can be logically inferred from the given predicates? REDHAIR(X) – X has red hair EVIL(X) – X is evil GLASSES(X) – X wears glasses FEMALE(X) – X is female,"['If someone has red hair, they are evil.', 'All females wear glasses.', 'Someone with red hair might wear glasses.', 'If someone is evil, they must have red hair.']",C,C 
doc150,"Which propositional logic formula accurately represents the statement: 'For all Innopolis students, there exists one, who is from Kazan or who hates programming.'?","['∀x (Student(x) → (FromKazan(x) ∨ HatesProgramming(x)))', '∃x (Student(x) ∧ (FromKazan(x) ∨ HatesProgramming(x)))', '∀x (Student(x) ∧ (FromKazan(x) ∨ HatesProgramming(x)))', '∃x (Student(x) → (FromKazan(x) ∨ HatesProgramming(x)))']",A,A 
doc151,"Which of the following propositional logic expressions correctly represents the statement: 'For all Innopolis students, there exists one who is from Kazan or who hates programming'?","['∀X INNO_STUDENTS(X) → ∃X KAZAN(X) ∨ PROGRAMMING_HATER(X)', '∃X INNO_STUDENTS(X) → ∀X KAZAN(X) ∨ PROGRAMMING_HATER(X)', '∀X INNO_STUDENTS(X) → ∃X KAZAN(X) ∧ PROGRAMMING_HATER(X)', '∃X INNO_STUDENTS(X) → ∀X KAZAN(X) ∧ PROGRAMMING_HATER(X)']",A,A 
doc152,"Which of the following statements best represents the propositional language ""∀X STUDENTS(X) ∧ PROGRAMMER(X) ∧ KAZAN(X) → ∃X  INNO_STUDENT(X)"" in natural language?","['Every student who is a programmer and from Kazan is an innovative student.', 'There exists a student who is both a programmer and from Kazan, and they are an innovative student.', 'All programmers from Kazan are students, and some of them are innovative students.', 'If someone is a student, a programmer, and from Kazan, then there exists an innovative student.']",A,A 
doc153,Which of the following best represents the natural language equivalent of the propositional logic statement: ∀X STUDENTS(X) ∧ PROGRAMMER(X) ∧ KAZAN(X) → ∃X  INNO_STUDENT(X) ?,"['If all students are programmers and from Kazan, then some of them are Innopolis students.', 'Every student who is a programmer and from Kazan is also an Innopolis student.', 'There exists a student who is both a programmer and from Kazan, and they are an Innopolis student.', 'All students who are programmers and from Kazan are Innopolis students.']",A,A 
doc154,Which of the following truth table rows would be **TRUE** for the propositional logic statement: ∀X STUDENTS(X) ∧ PROGRAMMER(X) ∧ KAZAN(X) → ∃X  INNO_STUDENT(X)?,"['All students are programmers and from Kazan, and at least one student is an Inno_Student', 'All students are programmers and from Kazan, but no student is an Inno_Student', 'Some students are programmers and from Kazan, and at least one student is an Inno_Student', 'Some students are programmers and from Kazan, but no student is an Inno_Student']",A,A 
doc155,Which of the following truth table rows represents a case where the implication in the statement  '∀X STUDENTS(X) ∧ PROGRAMMER(X) ∧ KAZAN(X) → ∃X  INNO_STUDENT(X)' is **false**?,"['STUDENTS: T, PROGRAMMER: T, KAZAN: T, INNO_STUDENT: F', 'STUDENTS: T, PROGRAMMER: F, KAZAN: T, INNO_STUDENT: T', 'STUDENTS: F, PROGRAMMER: T, KAZAN: T, INNO_STUDENT: F', 'STUDENTS: T, PROGRAMMER: T, KAZAN: T, INNO_STUDENT: T']",A,A 
doc156,Which of the following is NOT a key characteristic of artificial intelligence (AI)?,"['Ability to learn and adapt', 'Requirement for explicit programming for every task', 'Ability to solve complex problems', 'Capacity for reasoning and decision-making']",B,B 
doc157,Which of the following is NOT a key characteristic of artificial intelligence (AI)?,"['Ability to learn and adapt', 'Ability to perform tasks that typically require human intelligence', 'Ability to experience emotions and feelings', 'Ability to process information and make decisions']",C,C 
doc158,What is the primary goal of Artificial Intelligence (AI)?,"['To create machines that can think and act like humans.', 'To develop algorithms that can solve complex problems.', 'To automate tasks that are currently performed by humans.', 'To enhance human capabilities and create new possibilities.']",D,D 
doc159,Which of the following is NOT a characteristic of an agent in artificial intelligence?,"['Ability to learn from past experiences', 'Physical embodiment in the real world', 'Ability to perceive the environment through sensors', 'Ability to act upon the environment through actuators']",B,B 
doc160,Which of the following is an example of a human actuator?,"['Eyes', 'Ears', 'Hands', 'Nose']",C,C 
doc161,"According to the definition of rationality provided, what factors influence the selection of a rational action for an agent?","[""Only the agent's prior knowledge of the environment."", ""The agent's percept sequence to date, the performance measure, and the agent's prior knowledge of the environment."", ""The actions the agent can perform and the agent's percept sequence to date."", ""The performance measure and the agent's percept sequence to date.""]",B,B 
doc162,"Why might the jester have spilled the king's wine, even if he wasn't trying to be intentionally rude?","['The jester was clumsy and accidentally knocked over the wine.', 'The jester was trying to distract the king from a hidden danger.', ""The jester misunderstood the king's instructions."", 'The jester saw the wine was poisoned and acted to protect the king.']",A,A 
doc163,Which of the following is NOT an actuator for a Jester agent in the court?,"['Tumbling', 'Juggling', 'Joke Telling', 'Hearing Laughter']",D,D 
doc164,Which of the following characteristics describes an environment where the agent has incomplete information about its surroundings?,"['Fully Observable', 'Partially Observable', 'Single Agent', 'Multiple Agent']",B,B 
doc165,Which of the following environments would be considered **deterministic**?,"[""A game of chess where you know the opponent's moves."", 'A self-driving car navigating a busy city street.', 'A stock market where prices fluctuate based on news.', 'A weather forecasting model that predicts the chance of rain.']",A,A 
doc166,"Which of the following scenarios describes a **semi-dynamic** environment, as defined in the text?","['A self-driving car navigating a city with changing traffic patterns.', ""A chess game where the opponent's moves affect the board state."", 'A robot arm picking up objects from a conveyor belt, where the objects are always the same.', ""A video game where the player's score increases based on their actions, but the game world remains static.""]",D,A 
doc167,The text describes ordering in a new restaurant in a new country as a 'worst case' scenario. Which characteristic of this situation best explains why it's considered a worst case?,"['The environment is completely predictable.', 'The environment is fully observable and controllable.', 'The environment is partially observable, multi-agent, stochastic, sequential, dynamic, continuous, and unknown.', 'The environment is simple and straightforward.']",C,C 
doc168,"When testing an AI for a self-driving car, why is it important to create an 'environment class' instead of just one environment?","['To simulate different driving conditions like traffic, weather, and lighting.', 'To test the AI against different types of cars and drivers.', 'To ensure the AI can adapt to new, unexpected situations.', 'To make the testing process more efficient by running multiple simulations at once.']",A,A 
doc169,"Which type of agent is best suited for making decisions in complex environments with uncertain outcomes, where maximizing long-term reward is a priority?","['Simple reflex agents', 'Model-based reflex agents', 'Goal-based agents', 'Utility-based agents']",D,D 
doc170,Which of the following BEST describes a simple reflex agent?,"['An agent that uses a complex model of the world to plan its actions.', 'An agent that reacts directly to percepts without considering past experiences.', 'An agent that learns from its experiences to improve its performance.', 'An agent that can reason about the future and choose actions based on predicted outcomes.']",B,B 
doc171,Which of the following statements is **NOT** a characteristic of Simple Reflex Agents?,"['They only consider the current percept.', 'They can operate in partially observable environments.', 'They may require many condition-action rules.', 'They are suitable for environments with predictable patterns.']",B,B 
doc172,Which of the following best describes a model-based reflex agent?,"['An agent that reacts directly to stimuli without internal state.', 'An agent that uses a model of the environment to predict future states and make decisions.', 'An agent that learns from its past experiences and improves its performance over time.', 'An agent that uses a goal-oriented approach to achieve specific objectives.']",B,B 
doc173,Model-based reflex agents are particularly suitable for partially observable environments because they:,"['react directly to percepts without considering the past.', 'maintain an internal state that represents their understanding of the world.', 'always choose the action that maximizes immediate reward.', 'are able to learn from experience and adapt their behavior.']",B,B 
doc174,Which of the following BEST describes the core principle of a goal-based agent in Artificial Intelligence?,"['An agent that acts solely based on predefined rules and logic.', 'An agent that learns from past experiences and adapts its behavior.', 'An agent that aims to achieve specific objectives or goals through its actions.', 'An agent that can understand and respond to human emotions.']",C,C 
doc175,Which of the following is a characteristic of goal-based agents?,"['They are less flexible than previous agent types.', 'Goal replacement requires rewriting all the rules.', 'They are always able to efficiently choose between multiple goals.', 'They are more flexible than previous agent types.']",D,D 
doc176,Which of the following best describes the core principle of utility-based agents?,"['Acting to maximize their own internal reward signals.', 'Always choosing the action with the highest probability of success.', 'Learning from past experiences to improve future performance.', 'Following a predefined set of rules to achieve a specific goal.']",A,A 
doc177,Utility-based agents are primarily designed to:,"['Solve complex mathematical problems with high accuracy.', ""Maximize the agent's happiness or satisfaction."", 'Simulate human emotions and behavior.', 'Perform specific tasks without any consideration for goals.']",B,B 
doc178,Which of the following is NOT a key characteristic of a learning agent?,"['The ability to improve its performance over time', 'The ability to perceive its environment', 'The ability to perform actions in its environment', 'The ability to follow pre-programmed instructions without modification']",D,D 
doc179,"According to the text ""Reasoning and Knowledge-based Agents"" by Darko Bozhinoski, what is a key characteristic of a knowledge-based agent?","['The ability to learn from experience and adapt its behavior', 'The capacity to perform complex mathematical calculations', 'The power to generate random sequences of actions', 'The ability to communicate in natural language']",A,A 
doc180,Which of the following is NOT a type of reasoning discussed in the lecture?,"['Deductive Reasoning', 'Inductive Reasoning', 'Abductive Reasoning', 'Algorithmic Reasoning']",D,D 
doc181,"Which type of reasoning is used when observing that all swans seen so far are white, and concluding that all swans must be white?","['Deductive reasoning', 'Inductive reasoning', 'Counterexample reasoning', 'None of the above']",B,B 
doc182,Which of the following logic proof techniques is used to demonstrate the validity of an argument by showing that the conclusion follows logically from the premises?,"['Direct Proof', 'Proof by Contradiction', 'Proof by Induction', 'Proof by Cases']",A,A 
doc183,Which of the following best describes the Principle of Mathematical Induction?,"[""A method to prove that a statement is true for all natural numbers by showing it's true for the first number and that if it's true for any number, it's also true for the next."", 'A way to find the sum of an infinite series.', 'A technique for solving equations involving natural numbers.', 'A method for proving that a statement is true for a specific natural number.']",A,A 
doc184,What is the sum of the first 10 even natural numbers using the theorem: 1 + 2 + ... + 2n = 2n + 1 - 1?,"['10', '11', '110', '21']",C,C 
doc185,Which of the following best describes the structure of a simple deductive logic argument?,"['Premise-Conclusion-Premise', 'Premise-Premise-Conclusion', 'Conclusion-Premise-Premise', 'Premise-Conclusion']",B,B 
doc186,Which of the following best describes the goal of mathematicians when choosing axioms for a domain?,"['To include as many facts and concepts as possible, even if they are redundant.', 'To find the smallest possible set of axioms that can be used to derive all other facts and concepts.', 'To make reasoning faster, even if it means including dependent axioms.', 'To use axioms that are intuitive and easy to understand, even if they are not logically independent.']",B,B 
doc187,"In the video, what is the primary reason why the speaker mentions the example of a 'metal spoon in a hot drink'?","['To illustrate how heat travels from a hotter object to a colder one.', 'To explain that metals are good conductors of heat.', 'To demonstrate how heat can be transferred through conduction.', 'To highlight the difference in temperature between the spoon and the drink.']",C,C 
doc188,"Given a model where 'x' represents the number of apples and 'y' represents the number of oranges, and the sentence 'x + y = 5' is true. Which of the following models is NOT possible?","['x = 2, y = 3', 'x = 0, y = 5', 'x = 4, y = 1', 'x = 3, y = 3']",D,A
doc189,Which of the following statements best describes a sentence that is considered 'valid' in logic?,"['It is true only under specific interpretations.', 'It is true under all possible interpretations.', 'It is true under some interpretations but not others.', 'It is always false, regardless of interpretation.']",B,B 
doc190,Which of the following statements accurately reflects the relationship between entailment and derivation?,"['Entailment is a weaker concept than derivation, meaning that if KB |= Q, then KB |- Q must also be true.', 'Derivation is a weaker concept than entailment, meaning that if KB |- Q, then KB |= Q must also be true.', 'Entailment and derivation are equivalent concepts, meaning that KB |= Q is true if and only if KB |- Q is true.', 'Entailment and derivation are unrelated concepts, and one cannot be inferred from the other.']",C,A 
doc191,Which property of a logic system guarantees that any statement logically entailed by a set of sentences can be proven using the system's rules of inference?,"['Soundness', 'Completeness', 'Consistency', 'Monotonicity']",B,B 
doc192,"Which of the following inference rules states that if a statement and its negation are both true, then the conclusion is true?","['Modus Ponens', 'Modus Tollens', 'Constructing a Conjunction', 'Rule of Simplification', 'Rule of Addition', 'Rule of Disjunctive Syllogism', 'Rule of Hypothetical Syllogism']",B,A 
doc193,"Which rule of inference is used in the following argument: 'If it is raining, then the ground is wet. It is raining. Therefore, the ground is wet.'","['Modus Ponens', 'And Introduction', 'And Elimination', 'Double Negation']",A,A 
doc194,"Given the following premises, what conclusion can be logically derived using Modus Ponens? Premise 1: (A ∨ ¬B) → ¬C Premise 2: ¬D Premise 3: (A ∨ ¬B)","['¬C', '¬D', '(A ∨ ¬B)', 'None of the above']",A,A
doc195,Which of the following correctly describes the rule of Modus Ponens as applied to the given premises?,"['If the antecedent of a conditional statement is true, then the consequent is also true.', 'If the consequent of a conditional statement is true, then the antecedent is also true.', 'If the antecedent of a conditional statement is false, then the consequent is also false.', 'If the consequent of a conditional statement is false, then the antecedent is also false.']",A,A 
doc196,"Is the following argument sound?  A → B, B, therefore A.","['True', 'False']",B,B 
doc197,Which of the following statements best describes the soundness of the resolution inference rule?,"['The resolution inference rule can derive new clauses that are not logically entailed by the original set of clauses.', 'The resolution inference rule can only derive clauses that are logically entailed by the original set of clauses.', 'The resolution inference rule is not sound, as it can introduce inconsistencies into the original set of clauses.', 'The soundness of the resolution inference rule depends on the specific set of clauses being used.']",B,B 
doc198,"Given the following premises, which conclusion can be logically derived using the rules of inference? Premise 1: ¬A → (C ∧ D)Premise 2: A → BPremise 3: ¬BProve: C","['C can be directly derived from Premise 1.', 'C can be derived using Modus Ponens on Premise 1 and Premise 3.', 'C can be derived using Modus Tollens on Premise 1 and Premise 3.', 'C cannot be logically derived from the given premises.']",C,C 
doc199,"Given the following premises, which conclusion can be logically derived using the rules of inference?","['A', '¬B', 'B', '¬C']",C,C
